,flags,utterance,category,intent,response
3219,BIPLQD,"['could', 'u', 'ask', 'agent', 'could', 'retrieve', 'password']",ACCOUNT,recover_password,response for recover_password
3220,BILC,"['online', 'account', 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3221,BIQC,"['account', 'hacked', 'u', 'recover']",ACCOUNT,recover_password,response for recover_password
3222,BLC,"[""can't"", 'remember', 'password', 'help', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3223,BLC,"[""can't"", 'remember', 'password', 'help', 'reset']",ACCOUNT,recover_password,response for recover_password
3224,BILC,"['online', 'account', 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3225,BILC,"[""can't"", 'remember', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3226,BILC,"[""can't"", 'remember', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3227,BLC,"[""can't"", 'remember', 'account', 'password', 'help', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3228,BILC,"['forgot', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3229,BIPLWC,"['fucking', 'user', 'account', 'hacked', 'could', 'get', 'back', 'please']",ACCOUNT,recover_password,response for recover_password
3230,BILC,"['online', ""account's"", 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3231,BILC,"[""can't"", 'remember', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3232,BILC,"['someone', 'stole', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3233,BIC,"['lost', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3234,BILC,"['user', ""account's"", 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3235,BLC,"['profile', 'hacked', 'want', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3236,BSLC,"['lost', 'account', 'password', 'need', 'help', 'resetting']",ACCOUNT,recover_password,response for recover_password
3237,BILQC,"['user', ""account's"", 'hacked', 'u', 'help']",ACCOUNT,recover_password,response for recover_password
3238,BIQC,"['wanna', 'recover', 'password']",ACCOUNT,recover_password,response for recover_password
3239,BIQC,"['account', 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3240,BILQC,"['wanna', 'retrieve', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3241,BIQC,"['lost', 'password']",ACCOUNT,recover_password,response for recover_password
3242,BILC,"['forgot', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3243,BILQC,"['want', 'recover', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3244,BILQZ,"['reset', 'account', 'passwodr']",ACCOUNT,recover_password,response for recover_password
3245,BILC,"[""can't"", 'remember', 'account', 'password', 'help']",ACCOUNT,recover_password,response for recover_password
3246,BLCZ,"[""can't"", 'remember', 'accountpassword', 'recover']",ACCOUNT,recover_password,response for recover_password
3247,BSLQC,"['online', ""account's"", 'hacked', 'need', 'help', 'getting', 'back']",ACCOUNT,recover_password,response for recover_password
3248,BILC,"['want', 'recover', 'account', 'password', 'help']",ACCOUNT,recover_password,response for recover_password
3249,BILC,"['online', ""account's"", 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3250,BILC,"['forgot', 'account', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3251,BILCZ,"['profile', 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3252,BLC,"['account', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3253,BL,"[""profile's"", 'hacked']",ACCOUNT,recover_password,response for recover_password
3254,BILQC,"['online', ""account's"", 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3255,BILC,"[""profile's"", 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3256,BILCZ,"['someone', 'stole', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3257,BILQCZ,"['someone', 'stole', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3258,BILQC,"['wanna', 'reset', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3259,BILC,"['want', 'retrieve', 'password']",ACCOUNT,recover_password,response for recover_password
3260,BIPLC,"[""i'd"", 'like', 'recover', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3261,BILCZ,"['user', ""account's"", 'hacked']",ACCOUNT,recover_password,response for recover_password
3262,BLC,"['lost', 'account', 'password', 'want', 'reset']",ACCOUNT,recover_password,response for recover_password
3263,BQC,"['account', 'hacked', 'want', 'recover']",ACCOUNT,recover_password,response for recover_password
3264,BILC,"['want', 'retrieve', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3265,BILC,"[""can't"", 'remember', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3266,BSLC,"['forgot', 'account', 'password', 'need', 'help', 'retrieving']",ACCOUNT,recover_password,response for recover_password
3267,BILQC,"['account', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3268,BILQC,"['someone', 'stole', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3269,BILQC,"[""profile's"", 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3270,BILQC,"['forgot', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3271,BILC,"['lost', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3272,BIQC,"['lost', 'password']",ACCOUNT,recover_password,response for recover_password
3273,BILC,"['want', 'retrieve', 'password']",ACCOUNT,recover_password,response for recover_password
3274,BLC,"['online', ""account's"", 'hacked', 'want', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3275,BILC,"['user', 'account', 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3276,BILC,"[""account's"", 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3277,BILQC,"['profile', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3278,BPLQCZ,"['cant', 'remember', 'password', 'id', 'like', 'reset', 'pleae']",ACCOUNT,recover_password,response for recover_password
3279,BILQC,"['someone', 'stole', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3280,BIC,"[""can't"", 'remember', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3281,BILC,"['user', ""account's"", 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3282,BILQC,"['someone', 'stole', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3283,BILQC,"['cant', 'remember', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3284,BILQC,"[""profile's"", 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3285,BIQC,"['lost', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3286,BIQC,"['want', 'recover', 'password']",ACCOUNT,recover_password,response for recover_password
3287,BILC,"['lost', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3288,BILQC,"['someone', 'stole', 'account', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3289,BILQC,"[""profile's"", 'hacked', 'u', 'recover']",ACCOUNT,recover_password,response for recover_password
3290,BIQC,"['forgot', 'password']",ACCOUNT,recover_password,response for recover_password
3291,BPQWCZ,"['someone', 'stole', 'fucking', 'password', 'id', 'like', 'recover']",ACCOUNT,recover_password,response for recover_password
3292,BILC,"[""can't"", 'remember', 'account', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3293,BSLC,"['forgot', 'password', 'need', 'help', 'resetting']",ACCOUNT,recover_password,response for recover_password
3294,BSLC,"['online', 'account', 'hacked', 'need', 'help', 'getting', 'back']",ACCOUNT,recover_password,response for recover_password
3295,BILC,"['someone', 'stole', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3296,BILC,"[""can't"", 'remember', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3297,BILC,"['account', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3298,BILEQC,"['user', 'account', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3299,BCZ,"['someonestole', 'password', 'help', 'recover']",ACCOUNT,recover_password,response for recover_password
3300,BSLC,"['forgot', 'password', 'need', 'help', 'retrieving']",ACCOUNT,recover_password,response for recover_password
3301,BSLQC,"[""account's"", 'hacked', 'need', 'help', 'recovering']",ACCOUNT,recover_password,response for recover_password
3302,BIQD,"['u', 'ask', 'agent', 'recover', 'password']",ACCOUNT,recover_password,response for recover_password
3303,BILC,"['online', 'account', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3304,BPLEWC,"['forgot', 'fucking', 'account', 'password', 'would', 'like', 'recover', 'please']",ACCOUNT,recover_password,response for recover_password
3305,BLQC,"['forgot', 'account', 'password', 'want', 'reset']",ACCOUNT,recover_password,response for recover_password
3306,BPLQC,"['someone', 'stole', 'password', 'id', 'like', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3307,BILC,"[""account's"", 'hacked']",ACCOUNT,recover_password,response for recover_password
3308,BIPLEC,"['online', 'account', 'hacked', 'could', 'recover']",ACCOUNT,recover_password,response for recover_password
3309,BILQC,"['forgot', 'password', 'u', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3310,BILCZ,"[""can't"", 'remember', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3311,BILC,"[""can't"", 'remember', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3312,BILC,"['someone', 'stole', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3313,BILC,"['lost', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3314,BPLECZ,"['profile', 'ben', 'hacked', ""i'd"", 'like', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3315,BILQC,"['someone', 'stole', 'account', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3316,BIPLD,"['please', 'could', 'ask', 'agent', 'could', 'reset', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3317,BILC,"['someone', 'stole', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3318,BILQC,"['forgot', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3319,BILQC,"['profile', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3320,BL,"[""account's"", 'hacked']",ACCOUNT,recover_password,response for recover_password
3321,BLC,"[""can't"", 'remember', 'account', 'password', 'want', 'reset']",ACCOUNT,recover_password,response for recover_password
3322,BSC,"['someone', 'stole', 'password', 'need', 'help', 'recovering']",ACCOUNT,recover_password,response for recover_password
3323,BILC,"['online', ""account's"", 'hacked', 'help']",ACCOUNT,recover_password,response for recover_password
3324,BILQC,"['someone', 'stole', 'account', 'password', 'u', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3325,BILC,"['online', 'account', 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3326,BLQC,"['lost', 'password', 'help', 'reset']",ACCOUNT,recover_password,response for recover_password
3327,BSLQC,"['someone', 'stole', 'password', 'need', 'help', 'retrieving']",ACCOUNT,recover_password,response for recover_password
3328,BILCZ,"[""can't"", 'remember', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3329,BPSLC,"['someone', 'stole', 'account', 'password', 'need', 'help', 'resetting', 'please']",ACCOUNT,recover_password,response for recover_password
3330,BL,"['reset', 'account', 'password']",ACCOUNT,recover_password,response for recover_password
3331,BILC,"['lost', 'account', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3332,BILQCZ,"['profile', 'hacked', 'ihave']",ACCOUNT,recover_password,response for recover_password
3333,BC,"['forgot', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3334,BILC,"[""can't"", 'remember', 'password', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3335,BILC,"[""can't"", 'remember', 'account', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3336,BSLC,"[""account's"", 'hacked', 'need', 'help', 'recovering']",ACCOUNT,recover_password,response for recover_password
3337,BLCZ,"['lost', 'account', 'apssword', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3338,BLC,"['forgot', 'account', 'password', 'help', 'retrieve']",ACCOUNT,recover_password,response for recover_password
3339,BILC,"['someone', 'stole', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
3340,BIPLQDZ,"['could', 'u', 'ask', 'agent', 'retrieve', 'password']",ACCOUNT,recover_password,response for recover_password
3341,BILC,"['user', ""account's"", 'hacked', 'get', 'back']",ACCOUNT,recover_password,response for recover_password
3342,BIQ,"['recover', 'password']",ACCOUNT,recover_password,response for recover_password
3343,BILC,"['user', 'account', 'hacked', 'recover']",ACCOUNT,recover_password,response for recover_password
3344,BIQWC,"['cant', 'remember', 'fucking', 'password', 'recover']",ACCOUNT,recover_password,response for recover_password
3345,BILQC,"['user', 'account', 'hacked', 'u', 'help']",ACCOUNT,recover_password,response for recover_password
3346,BILC,"['lost', 'password', 'reset']",ACCOUNT,recover_password,response for recover_password
